OBJECTID,Site_Description,Date_Sample_Collected,Test_Name,Species_Group,Result_Name,Result_Value_String,Result_Value_Numeric,Units,Result_Label
21987,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Geitlerinema  sp. (filaments),x,,Cells/L,Detected in sample but not observed during cell counts 
21988,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Lyngbya sp. (filaments),x,,Cells/L,Detected in sample but not observed during cell counts 
21989,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Merismopedia sp.,,,Cells/L,Not detected
21990,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,cf. Microchaete sp. (filaments),,500,Cells/L,500 Cells/L
21991,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Oscillatoria sp. (filaments),,1000,Cells/L,"1,000 Cells/L"
21992,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Phormidium sp. (filaments),,,Cells/L,Not detected
21993,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Planktolyngbya sp.,,500,Cells/L,500 Cells/L
21994,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Cyanoprokaryota,Romeria sp.,,,Cells/L,Not detected
21995,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Other,Heterosigma akashiwo,,,Cells/L,Not detected
21996,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Other,Apedinella spinifera,,,Cells/L,Not detected
21997,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Other,Pedinella hexacostata,,30000,Cells/L,"30,000 Cells/L"
21998,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Other,Unidentified Amoebae,,500,Cells/L,500 Cells/L
21999,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Other,Unidentified Bodonids,,,Cells/L,Not detected
22000,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Other,Unidentified Choanoflagellates,,20000,Cells/L,"20,000 Cells/L"
22001,Port River Outer Harbour Boat Ramp,2025-10-06,Algal Identification,Other,Mesodinium rubrum,,,Cells/L,Not detected
22002,West Lakes Exit,2025-10-06,Algal Count - Total,,Results summary,"Mainly small flagellates (mainly dinoflagellates with cryptomonads, prasinophytes, prymnesiophytes, ochromonads) and planktonic diatoms (Leptocylindrus).  Some sediment and organic detritus.",,,"Mainly small flagellates (mainly dinoflagellates with cryptomonads, prasinophytes, prymnesiophytes, ochromonads) and planktonic diatoms (Leptocylindrus).  Some sediment and organic detritus."
22003,West Lakes Exit,2025-10-06,Algal Count - Total,,Total Phytoplankton > 5 micrometres,,3021900,Cells/L,"3,021,900 Cells/L"
22004,West Lakes Exit,2025-10-06,Algal Count - Total,,Diatoms ,,507000,Cells/L,"507,000 Cells/L"
22005,West Lakes Exit,2025-10-06,Algal Count - Total,,Dinoflagellates,,1560900,Cells/L,"1,560,900 Cells/L"
22006,West Lakes Exit,2025-10-06,Algal Count - Total,,Other flagellates,,954000,Cells/L,"954,000 Cells/L"
22007,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Amphora sp.,,2000,Cells/L,"2,000 Cells/L"
22008,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Asterionella  sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
22009,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Asterionellopsis glacialis,,,Cells/L,Not detected
22010,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Aulacoseira granulata,x,,Cells/L,Detected in sample but not observed during cell counts 
22011,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Biddulphia sp.,,,Cells/L,Not detected
22012,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Chaetoceros spp.,,20000,Cells/L,"20,000 Cells/L"
22013,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Cocconeis spp.,,500,Cells/L,500 Cells/L
22014,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Coscinodiscus spp.,,,Cells/L,Not detected
22015,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Cyclotella sp.,,10000,Cells/L,"10,000 Cells/L"
22016,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Cylindrotheca (=Ceratoneis) closterium,,40000,Cells/L,"40,000 Cells/L"
22017,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Donkinea sp.,,,Cells/L,Not detected
22018,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Entomoneis spp.,,500,Cells/L,500 Cells/L
22019,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Fragilaria sp.,,,Cells/L,Not detected
22020,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Grammotophora marina,,,Cells/L,Not detected
22021,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Guinardia flaccida,,,Cells/L,Not detected
22022,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Haslea wawrikae,,500,Cells/L,500 Cells/L
22023,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Leptocylindrus danicus,,430000,Cells/L,"430,000 Cells/L"
22024,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Leptocylindrus minimus,,500,Cells/L,500 Cells/L
22025,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Licmophora sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
22026,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Naviculoid spp.,,2500,Cells/L,"2,500 Cells/L"
22027,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Nitzschia spp.,,,Cells/L,Not detected
22028,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Plagiotropis sp.,,,Cells/L,Not detected
22029,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Pleurosigma sp.,,,Cells/L,Not detected
22030,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Pseudo-nitzschia delicatissima group,x,,Cells/L,Detected in sample but not observed during cell counts 
22031,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Pseudo-nitzschia fraudulenta/australis,,500,Cells/L,500 Cells/L
22032,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Rhizosolenia setigera,x,,Cells/L,Detected in sample but not observed during cell counts 
22033,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Striatella  unipunctata,,,Cells/L,Not detected
22034,West Lakes Exit,2025-10-06,Algal Identification,Diatoms,Synedra sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
22035,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Amphidinium sp.,,,Cells/L,Not detected
22036,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Azadinium/Heterocapsa sp.,,1500,Cells/L,"1,500 Cells/L"
22037,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Dinophysis caudata,,,Cells/L,Not detected
22038,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Dinophysis odiosa ,,150,Cells/L,150 Cells/L
22039,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Diplopsalid spp.,,500,Cells/L,500 Cells/L
22040,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Gonyaulax  spinifera,x,,Cells/L,Detected in sample but not observed during cell counts 
22041,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Gonyaulax  spp.,x,,Cells/L,Detected in sample but not observed during cell counts 
22042,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Gymnodinioid spp.,,1500000,Cells/L,"1,500,000 Cells/L"
22043,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Gyrodinium spp.,,5500,Cells/L,"5,500 Cells/L"
22044,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Heterocapsa rotundata,,20000,Cells/L,"20,000 Cells/L"
22045,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Heterocapsa spp.,,,Cells/L,Not detected
22046,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Karenia sp.,,1500,Cells/L,"1,500 Cells/L"
22047,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Karlodinium sp.,,500,Cells/L,500 Cells/L
22048,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Katodinium sp.,,1000,Cells/L,"1,000 Cells/L"
22049,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Lessardia  elongata,,10000,Cells/L,"10,000 Cells/L"
22050,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Levanderina fissa,,,Cells/L,Not detected
22051,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Margalefidinium (=Cochlodinium) spp. ,,,Cells/L,Not detected
22052,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Mesoporus perforatus,,500,Cells/L,500 Cells/L
22053,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Noctiluca  scintillans,,200,Cells/L,200 Cells/L
22054,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Oxyrrhis marina,,1500,Cells/L,"1,500 Cells/L"
22055,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Oxytoxum sp.,,500,Cells/L,500 Cells/L
22056,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Peridinium sp.,,500,Cells/L,500 Cells/L
22057,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Phalacroma rotundatum,,50,Cells/L,50 Cells/L
22058,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum compressum,,,Cells/L,Not detected
22059,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum gracile,x,,Cells/L,Detected in sample but not observed during cell counts 
22060,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum triestinum,,,Cells/L,Not detected
22061,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Prorocentrum sp.,,,Cells/L,Not detected
22062,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Protoperidinium spp.,,10000,Cells/L,"10,000 Cells/L"
22063,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Scrippsiella spp.,,500,Cells/L,500 Cells/L
22064,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Takayama spp.,,1000,Cells/L,"1,000 Cells/L"
22065,West Lakes Exit,2025-10-06,Algal Identification,Dinoflagellates,Tripos (=Ceratium) lineatus,,5500,Cells/L,"5,500 Cells/L"
22066,West Lakes Exit,2025-10-06,Algal Identification,Chrysophytes,Dinobryon sp.,,10000,Cells/L,"10,000 Cells/L"
22067,West Lakes Exit,2025-10-06,Algal Identification,Chrysophytes,Ochromonas spp.,,270000,Cells/L,"270,000 Cells/L"
22068,West Lakes Exit,2025-10-06,Algal Identification,Prymnesiophytes,Chrysochromulina spp.,,60000,Cells/L,"60,000 Cells/L"
22069,West Lakes Exit,2025-10-06,Algal Identification,Prymnesiophytes,Emiliania huxleyi,,70000,Cells/L,"70,000 Cells/L"
22070,West Lakes Exit,2025-10-06,Algal Identification,Prymnesiophytes,Prymnesium sp.,,,Cells/L,Not detected
22071,West Lakes Exit,2025-10-06,Algal Identification,Cryptophytes,Hemiselmis sp.,,110000,Cells/L,"110,000 Cells/L"
22072,West Lakes Exit,2025-10-06,Algal Identification,Cryptophytes,Leucocryptos marina,,,Cells/L,Not detected
22073,West Lakes Exit,2025-10-06,Algal Identification,Cryptophytes,Plagioselmis prolonga,,130000,Cells/L,"130,000 Cells/L"
22074,West Lakes Exit,2025-10-06,Algal Identification,Cryptophytes,Rhodomonas sp.,,,Cells/L,Not detected
22075,West Lakes Exit,2025-10-06,Algal Identification,Cryptophytes,Teleaulax acuta,,1000,Cells/L,"1,000 Cells/L"
22076,West Lakes Exit,2025-10-06,Algal Identification,Chlorophytes,Dunaliella sp.,,20000,Cells/L,"20,000 Cells/L"
22077,West Lakes Exit,2025-10-06,Algal Identification,Chlorophytes,Monoraphidium sp.,,1000,Cells/L,"1,000 Cells/L"
22078,West Lakes Exit,2025-10-06,Algal Identification,Chlorophytes,Oocystis sp.,,,Cells/L,Not detected
22079,West Lakes Exit,2025-10-06,Algal Identification,Chlorophytes,Scenedesmus sp.,,20000,Cells/L,"20,000 Cells/L"
22080,West Lakes Exit,2025-10-06,Algal Identification,Chlorophytes,Staurastrum sp.,,,Cells/L,Not detected
22081,West Lakes Exit,2025-10-06,Algal Identification,Chlorophytes,Tetraedon sp.,,10000,Cells/L,"10,000 Cells/L"
22082,West Lakes Exit,2025-10-06,Algal Identification,Prasinophytes,Cymbomonas sp.,,90000,Cells/L,"90,000 Cells/L"
22083,West Lakes Exit,2025-10-06,Algal Identification,Prasinophytes,Pyramimonas spp.,,120000,Cells/L,"120,000 Cells/L"
22084,West Lakes Exit,2025-10-06,Algal Identification,Euglenophyta,Euglena spp.,,1500,Cells/L,"1,500 Cells/L"
22085,West Lakes Exit,2025-10-06,Algal Identification,Euglenophyta,Eutreptiella spp.,,10000,Cells/L,"10,000 Cells/L"
22086,West Lakes Exit,2025-10-06,Algal Identification,Euglenophyta,cf. Trachelomonas spp.,,500,Cells/L,500 Cells/L
22087,West Lakes Exit,2025-10-06,Algal Identification,Cyanoprokaryota,Geitlerinema  sp. (filaments),,,Cells/L,Not detected
22088,West Lakes Exit,2025-10-06,Algal Identification,Cyanoprokaryota,Lyngbya sp. (filaments),,,Cells/L,Not detected
22089,West Lakes Exit,2025-10-06,Algal Identification,Cyanoprokaryota,Merismopedia sp.,,,Cells/L,Not detected
22090,West Lakes Exit,2025-10-06,Algal Identification,Cyanoprokaryota,cf. Microchaete sp. (filaments),,,Cells/L,Not detected
22091,West Lakes Exit,2025-10-06,Algal Identification,Cyanoprokaryota,Oscillatoria sp. (filaments),,,Cells/L,Not detected
22092,West Lakes Exit,2025-10-06,Algal Identification,Cyanoprokaryota,Phormidium sp. (filaments),x,,Cells/L,Detected in sample but not observed during cell counts 
22093,West Lakes Exit,2025-10-06,Algal Identification,Cyanoprokaryota,Planktolyngbya sp.,,,Cells/L,Not detected
22094,West Lakes Exit,2025-10-06,Algal Identification,Cyanoprokaryota,Romeria sp.,x,,Cells/L,Detected in sample but not observed during cell counts 
22095,West Lakes Exit,2025-10-06,Algal Identification,Other,Heterosigma akashiwo,x,,Cells/L,Detected in sample but not observed during cell counts 
22096,West Lakes Exit,2025-10-06,Algal Identification,Other,Apedinella spinifera,,,Cells/L,Not detected
22097,West Lakes Exit,2025-10-06,Algal Identification,Other,Pedinella hexacostata,,10000,Cells/L,"10,000 Cells/L"
22098,West Lakes Exit,2025-10-06,Algal Identification,Other,Unidentified Amoebae,,,Cells/L,Not detected
22099,West Lakes Exit,2025-10-06,Algal Identification,Other,Unidentified Bodonids,,,Cells/L,Not detected
22100,West Lakes Exit,2025-10-06,Algal Identification,Other,Unidentified Choanoflagellates,,10000,Cells/L,"10,000 Cells/L"
22101,West Lakes Exit,2025-10-06,Algal Identification,Other,Mesodinium rubrum,,10000,Cells/L,"10,000 Cells/L"
22102,Coorong,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22103,Coorong,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22104,Coorong,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22105,Coorong,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22106,Coorong,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22107,Coorong,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22108,Coorong,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22109,Stansbury,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,4600,cells/L,"4,600 cells/L"
22110,Coobowie,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,1640,cells/L,"1,640 cells/L"
22111,Port Vincent,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,1680,cells/L,"1,680 cells/L"
22112,American River,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22113,Western Cove,2025-10-06,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22114,Franklin Harbour,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,35880,cells/L,"35,880 cells/L"
22115,Franklin Harbour,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,63640,cells/L,"63,640 cells/L"
22116,Franklin Harbour,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,59640,cells/L,"59,640 cells/L"
22117,Franklin Harbour,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,48360,cells/L,"48,360 cells/L"
22118,Franklin Harbour,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,30160,cells/L,"30,160 cells/L"
22119,Franklin Harbour,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,201260,cells/L,"201,260 cells/L"
22120,Proper Bay,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22121,Bickers Island,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22122,Boston Bay,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22123,Lower Eyre,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22124,Port Douglas,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22125,Mount Dutton Bay,2025-10-08,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22126,Kellidie Bay East,2025-10-08,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22127,Venus Bay,2025-10-08,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22128,Streaky Bay - Blancheport,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22129,Streaky Bay - Hummocks,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22130,Streaky Bay - Eba Island,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22131,Haslam,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22132,Smoky Bay - Waterwitch,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22133,Smoky Bay,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22134,Denial Bay,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22135,St Peters Island,2025-10-07,Algal count,Dinoflagellates,Karenia sp.,,0,cells/L,0 cells/L
22136,Kingscote Jetty,2025-09-29,Algal Count - Total,,Results summary,"Mainly small flagellates (cryptomonads, dinoflagellates, prasinophytes, prymnesiophytes, ochromonads). High levels of sediment and organic detritus.",,,"Mainly small flagellates (cryptomonads, dinoflagellates, prasinophytes, prymnesiophytes, ochromonads). High levels of sediment and organic detritus."
22137,Kingscote Jetty,2025-09-29,Algal Count - Total,,Potentially harmful species,Detected,,,Detected
22138,Kingscote Jetty,2025-09-29,Algal Count - Total,,Total Phytoplankton,,303350,Cells/L,"303,350 Cells/L"
22139,Kingscote Jetty,2025-09-29,Algal Count - Total,,Diatoms ,,24500,Cells/L,"24,500 Cells/L"
22140,Kingscote Jetty,2025-09-29,Algal Count - Total,,Dinoflagellates,,61850,Cells/L,"61,850 Cells/L"
22141,Kingscote Jetty,2025-09-29,Algal Count - Total,,Other flagellates,,217000,Cells/L,"217,000 Cells/L"
22142,Kingscote Jetty,2025-09-29,Algal Identification,Diatoms,Amphora sp.,,2000,Cells/L,"2,000 Cells/L"
